"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"WP4A0962",2,0.15722359723312,0.119269599251766,0.0406505516894198,828,0.933665015700928,0.828,999,"WP4A0962"
"WP4A0963",7,0.20056629439079,0.201514704491778,0.0285239405150766,482,-0.0332496171237902,0.482,999,"WP4A0963"
"WP4A0964",1,NA,NA,NA,NA,NA,NA,999,"WP4A0964"
"WP4A0965",5,0.136024358518099,0.189203134337605,0.0318950944651796,42,-1.66730265927137,0.042,999,"WP4A0965"
"WP4A0967",2,0.130083579636861,0.118534071758651,0.0425265204106624,622,0.271583655720734,0.622,999,"WP4A0967"
"WP4A0968",4,0.176195384848715,0.176853919954783,0.0347914342473275,503,-0.0189280815900207,0.503,999,"WP4A0968"
"WP4A0969",3,0.180686140989626,0.157029354982045,0.0383188570182905,737,0.617366692234293,0.737,999,"WP4A0969"
"WP4A0970",2,0.0883696719572931,0.117921189939784,0.0415626169448238,228,-0.711011965914509,0.228,999,"WP4A0970"
"WP4A0971",1,NA,NA,NA,NA,NA,NA,999,"WP4A0971"
"WP4A0972",5,0.184267834608902,0.187750813361343,0.0323425660226496,462,-0.107690241708152,0.462,999,"WP4A0972"
"WP4A0973",2,0.0819871942170511,0.116690055937031,0.0418492081806847,201,-0.829235802267731,0.201,999,"WP4A0973"
"WP4A0974",3,0.195353454558045,0.154963657213091,0.039164040956903,862,1.0312980059795,0.862,999,"WP4A0974"
"WP4A0976",2,0.079151213824791,0.117758619097538,0.0417745540378983,174,-0.924184737860335,0.174,999,"WP4A0976"
"WP4A0978",5,0.12695453053892,0.189257396241386,0.0326281595728089,25,-1.90948145767886,0.025,999,"WP4A0978"
"WP4A0980",6,0.162580921689285,0.1962107551911,0.0300300580971696,138,-1.11987240893766,0.138,999,"WP4A0980"
"WP4A0981",5,0.189050916590539,0.187596836234472,0.0313178933261141,519,0.0464296988601855,0.519,999,"WP4A0981"
"WP4A0982",3,0.141944678478236,0.157972409452471,0.0385634828531619,347,-0.415619383634608,0.347,999,"WP4A0982"
"WP4A0983",2,0.143754709225035,0.117875408890974,0.0408584965897552,751,0.633388462475872,0.751,999,"WP4A0983"
"WP4A0984",7,0.194547506142114,0.201719854855864,0.0266815567531575,409,-0.268812977447469,0.409,999,"WP4A0984"
"WP4A0985",1,NA,NA,NA,NA,NA,NA,999,"WP4A0985"
"WP4A0986",5,0.113206178216715,0.187879408431574,0.0326209722355396,6,-2.28911724873438,0.006,999,"WP4A0986"
"WP4A0987",4,0.169152384707184,0.175977635651107,0.0336895027011974,412,-0.202592807749602,0.412,999,"WP4A0987"
"WP4A0988",2,0.143754709225035,0.117875408890974,0.0408584965897552,751,0.633388462475872,0.751,999,"WP4A0988"
"WP4A0989",3,0.170240714558603,0.157009169355753,0.03749551559898,641,0.352883404628,0.641,999,"WP4A0989"
"WP4A0990",2,0.143754709225035,0.117875408890974,0.0408584965897552,751,0.633388462475872,0.751,999,"WP4A0990"
"WP4A0991",4,0.142898158973339,0.174124977368239,0.034594018670932,184,-0.902665246612095,0.184,999,"WP4A0991"
"WP4A0993",2,0.0889676240703368,0.116324069331324,0.0435785277645531,249,-0.627750561211925,0.249,999,"WP4A0993"
"WP4A0994",2,0.104568423878382,0.118876232448865,0.0429975281261042,381,-0.332758862986739,0.381,999,"WP4A0994"
"WP4A0995",4,0.177871717163171,0.175569594145821,0.0354584789173154,533,0.064924471879311,0.533,999,"WP4A0995"
"WP4A0996",1,NA,NA,NA,NA,NA,NA,999,"WP4A0996"
"WP4A1022",2,0.143754709225035,0.117875408890974,0.0408584965897552,751,0.633388462475872,0.751,999,"WP4A1022"
"WP4A1023",3,0.139612535716221,0.155963970704797,0.0391746434130505,351,-0.41739843847893,0.351,999,"WP4A1023"
"WP4A1024",3,0.184998529085988,0.156044206471593,0.0391715884874556,773,0.739166414547317,0.773,999,"WP4A1024"
"WP4A1025",1,NA,NA,NA,NA,NA,NA,999,"WP4A1025"
"WP4A1028",2,0.130083579636861,0.118534071758651,0.0425265204106624,622,0.271583655720734,0.622,999,"WP4A1028"
"WP4A1030",2,0.216697604408086,0.115863757129257,0.0438312978717218,983.5,2.30049877997983,0.9835,999,"WP4A1030"
"WP4A1031",4,0.199105036554188,0.177307939055466,0.0353168652727558,732,0.617186642426507,0.732,999,"WP4A1031"
"WP4A1032",5,0.224042848814504,0.187975249297719,0.0322911974422772,865,1.1169483442433,0.865,999,"WP4A1032"
"WP4A1033",1,NA,NA,NA,NA,NA,NA,999,"WP4A1033"
"WP4A1034",1,NA,NA,NA,NA,NA,NA,999,"WP4A1034"
"WP4A1035",9,0.187577236211708,0.208283443019111,0.0238227226770779,188,-0.869178854494494,0.188,999,"WP4A1035"
"WP4A1036",8,0.221471421665908,0.205170075190091,0.0262006589283797,745,0.622173149170691,0.745,999,"WP4A1036"
"WP4A1037",4,0.142805475361939,0.17773999525373,0.0353563127019421,163,-0.988070226278794,0.163,999,"WP4A1037"
"WP4A1038",1,NA,NA,NA,NA,NA,NA,999,"WP4A1038"
"WP4A1039",2,0.0646014910836773,0.117387744651114,0.0414359122985216,100,-1.27392521702293,0.1,999,"WP4A1039"
"WP4A1040",1,NA,NA,NA,NA,NA,NA,999,"WP4A1040"
"WP4A1042",4,0.124752193687994,0.177572900052375,0.0342493899129109,50,-1.54223787631525,0.05,999,"WP4A1042"
"WP4A1043",3,0.174228083553449,0.156318352993819,0.038672025410344,691,0.463118504127782,0.691,999,"WP4A1043"
"WP4A1044",4,0.184781893554583,0.177275430370534,0.0344180574503529,609,0.218096654492394,0.609,999,"WP4A1044"
"WP4A1045",5,0.133980003351074,0.187325857736585,0.0321536784908531,53,-1.65909024688065,0.053,999,"WP4A1045"
"WP4A1046",3,0.15272889004624,0.156401899453006,0.0385161125583871,476,-0.0953629315834573,0.476,999,"WP4A1046"
"WP4A1047",1,NA,NA,NA,NA,NA,NA,999,"WP4A1047"
"WP4A1337",3,0.111871242695176,0.155314511721381,0.0394380389470957,124,-1.10155753648102,0.124,999,"WP4A1337"
"WP4A1340",2,0.079151213824791,0.117758619097538,0.0417745540378983,174,-0.924184737860335,0.174,999,"WP4A1340"
"WP4A1342",1,NA,NA,NA,NA,NA,NA,999,"WP4A1342"
"WP4A1343",5,0.175978708513082,0.188023087623453,0.0321086750380877,348,-0.375112928082007,0.348,999,"WP4A1343"
"WP4A1344",5,0.214683515391476,0.186985848217058,0.0319092540760492,804,0.868013621014319,0.804,999,"WP4A1344"
"WP4A1345",1,NA,NA,NA,NA,NA,NA,999,"WP4A1345"
"WP4B0852",2,0.190424396689633,0.117082847626571,0.0413599362630546,959,1.77325101752092,0.959,999,"WP4B0852"
"WP4B0853",2,0.126806391430036,0.116812321299373,0.0403956477261999,633.5,0.247404626320187,0.6335,999,"WP4B0853"
"WP4B0855",4,0.207978646927547,0.176114263849154,0.0347084872472334,816,0.918057386120537,0.816,999,"WP4B0855"
"WP4B0856",1,NA,NA,NA,NA,NA,NA,999,"WP4B0856"
"WP4B0857",1,NA,NA,NA,NA,NA,NA,999,"WP4B0857"
"WP4B0934",2,0.126806391430036,0.116812321299373,0.0403956477261999,633.5,0.247404626320187,0.6335,999,"WP4B0934"
"WP4B0936",3,0.184597808224898,0.156910711662122,0.0395829732379976,750,0.699469855291157,0.75,999,"WP4B0936"
"WP4B0938",5,0.13794730934041,0.188981625119299,0.0322999687346663,61,-1.58001130583497,0.061,999,"WP4B0938"
"WP4B0939",3,0.152291759050343,0.155863404801253,0.0380981758530652,464,-0.0937484714408625,0.464,999,"WP4B0939"
"WP4B0940",1,NA,NA,NA,NA,NA,NA,999,"WP4B0940"
"WP4B0941",3,0.155694633898461,0.156983832329346,0.0394068942578338,499,-0.032715047840341,0.499,999,"WP4B0941"
"WP4B0942",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4B0942"
"WP4B0943",4,0.154070634254978,0.177472160710684,0.0354882153407586,263,-0.659416829812502,0.263,999,"WP4B0943"
"WP4B0946",1,NA,NA,NA,NA,NA,NA,999,"WP4B0946"
"WP4B0947",3,0.15272889004624,0.156401899453006,0.0385161125583871,476,-0.0953629315834573,0.476,999,"WP4B0947"
"WP4B0948",1,NA,NA,NA,NA,NA,NA,999,"WP4B0948"
"WP4B0949",2,0.190424396689633,0.117082847626571,0.0413599362630546,959,1.77325101752092,0.959,999,"WP4B0949"
"WP4B0951",3,0.190136386462525,0.155734542621649,0.0387260998562834,809,0.888337425368019,0.809,999,"WP4B0951"
"WP4B0953",4,0.193863980554413,0.175846226604961,0.03526756088957,693,0.510887441461285,0.693,999,"WP4B0953"
"WP4B0954",2,0.0286621116537799,0.11925816438542,0.0417111766573466,8,-2.17198506471967,0.008,999,"WP4B0954"
"WP4B0955",4,0.170711847756183,0.175652877721781,0.0350165751855895,447,-0.141105460468636,0.447,999,"WP4B0955"
"WP4B0958",6,0.197168796197536,0.195576891101825,0.0301055770739645,536,0.052877415098218,0.536,999,"WP4B0958"
"WP4B0959",5,0.182916792747003,0.185820642580636,0.0330562540517326,478,-0.0878457017267654,0.478,999,"WP4B0959"
"WP4B1001",2,0.167965624489428,0.115725407788887,0.0424608462373924,884.5,1.23031501559044,0.8845,999,"WP4B1001"
"WP4B1002",2,0.190423892051738,0.117620600376753,0.0422542968777394,945,1.72297960336763,0.945,999,"WP4B1002"
"WP4B1003",3,0.15272889004624,0.156401899453006,0.0385161125583871,476,-0.0953629315834573,0.476,999,"WP4B1003"
"WP4B1004",2,0.115520918281875,0.117329371826406,0.0418214128431687,511,-0.0432422871822431,0.511,999,"WP4B1004"
"WP4B1005",2,0.190424396689633,0.117082847626571,0.0413599362630546,959,1.77325101752092,0.959,999,"WP4B1005"
"WP4B1006",4,0.206499702957582,0.17620287496218,0.0359130430280748,804,0.843616286476131,0.804,999,"WP4B1006"
"WP4B1008",4,0.189058123243898,0.17665315844379,0.0353633657692449,648,0.350785750458642,0.648,999,"WP4B1008"
"WP4B1010",3,0.203791888918503,0.156640070275027,0.0388739062090736,881,1.21294264563694,0.881,999,"WP4B1010"
"WP4B1011",1,NA,NA,NA,NA,NA,NA,999,"WP4B1011"
"WP4B1012",6,0.164485499072287,0.195565673707662,0.0295759285065021,136,-1.05086048705255,0.136,999,"WP4B1012"
"WP4B1013",5,0.154815482953447,0.188641048991655,0.0322079751874017,136,-1.05022330157034,0.136,999,"WP4B1013"
"WP4B1014",4,0.205104535156026,0.175702520832977,0.0335485157842552,801,0.876402834394466,0.801,999,"WP4B1014"
"WP4B1018",1,NA,NA,NA,NA,NA,NA,999,"WP4B1018"
"WP4B1019",4,0.117966780104094,0.175796550229528,0.0351289468622362,45,-1.64621417067307,0.045,999,"WP4B1019"
"WP4B1020",5,0.171685512917512,0.187842772541041,0.0321604690197098,308,-0.50239502457587,0.308,999,"WP4B1020"
"WP4B1333",1,NA,NA,NA,NA,NA,NA,999,"WP4B1333"
"WP4C0858",4,0.156518005285254,0.176586100741313,0.036351192557968,296,-0.552061543072009,0.296,999,"WP4C0858"
"WP4C0859",8,0.184420888613843,0.205650255180482,0.0266912546089889,222,-0.795367879016446,0.222,999,"WP4C0859"
"WP4C0862",6,0.189907380275857,0.195723013912805,0.0310441242953606,421,-0.187334439896484,0.421,999,"WP4C0862"
"WP4C0863",7,0.194379938932809,0.200770189370697,0.0287205632845819,411,-0.222497392358517,0.411,999,"WP4C0863"
"WP4C0864",6,0.169902892740059,0.195465033071815,0.0301217291106854,194,-0.848627920323728,0.194,999,"WP4C0864"
"WP4C0865",4,0.116261683521303,0.176820258271341,0.0350405449245687,43,-1.7282429505706,0.043,999,"WP4C0865"
"WP4C0866",3,0.155694633898461,0.156983832329346,0.0394068942578338,499,-0.032715047840341,0.499,999,"WP4C0866"
"WP4C0868",8,0.216914438381205,0.206051986873008,0.0262047196929741,658,0.414522713292331,0.658,999,"WP4C0868"
"WP4C0869",5,0.207788979247609,0.187838800134598,0.0311287707963277,725,0.640891965941835,0.725,999,"WP4C0869"
"WP4C0870",7,0.156197062142706,0.200993080989822,0.0285023945894015,61,-1.57165808320445,0.061,999,"WP4C0870"
"WP4C0871",4,0.198100435898813,0.176711037072753,0.0358316031602831,713,0.596942278311698,0.713,999,"WP4C0871"
"WP4C0872",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4C0872"
"WP4C0874",3,0.15272889004624,0.156401899453006,0.0385161125583871,476,-0.0953629315834573,0.476,999,"WP4C0874"
"WP4C0875",2,0.079151213824791,0.117758619097538,0.0417745540378983,174,-0.924184737860335,0.174,999,"WP4C0875"
"WP4C0909",3,0.0964713648718998,0.156859146387391,0.0405558553714221,65,-1.48900278301229,0.065,999,"WP4C0909"
"WP4C0910",4,0.156463077105563,0.175449260906082,0.0352198393154331,303,-0.539076389033936,0.303,999,"WP4C0910"
"WP4C0911",3,0.14449590008566,0.156672718409349,0.038802156879527,387,-0.313818078760304,0.387,999,"WP4C0911"
"WP4C0912",2,0.137682397349212,0.117333333372351,0.0424654703289556,708,0.479190830084504,0.708,999,"WP4C0912"
"WP4C0916",1,NA,NA,NA,NA,NA,NA,999,"WP4C0916"
"WP4C0917",2,0.117025890133151,0.117721853038446,0.0434452573805484,509,-0.0160193067611306,0.509,999,"WP4C0917"
"WP4C0918",3,0.136319781793542,0.15577242825448,0.0396865908467566,332,-0.490156651047467,0.332,999,"WP4C0918"
"WP4C0920",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4C0920"
"WP4C0921",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4C0921"
"WP4C0922",6,0.150252027950691,0.195948580005686,0.031212004815561,72,-1.46406974896445,0.072,999,"WP4C0922"
"WP4C0923",9,0.195173908853383,0.207280351786206,0.025829246280857,336,-0.468710654627029,0.336,999,"WP4C0923"
"WP4C0924",6,0.150642781359161,0.197217867310652,0.0305454576723333,62,-1.52477944351369,0.062,999,"WP4C0924"
"WP4C0925",4,0.14714504242076,0.177867661967761,0.0355842583246057,190,-0.863376700639489,0.19,999,"WP4C0925"
"WP4C0926",4,0.153209678662701,0.176313461590955,0.0358233546395672,257,-0.644936331639233,0.257,999,"WP4C0926"
"WP4C0927",3,0.0985103951444049,0.158379008738067,0.0382858819707186,59,-1.56372559575487,0.059,999,"WP4C0927"
"WP4C0928",3,0.0985103951444049,0.158379008738067,0.0382858819707186,59,-1.56372559575487,0.059,999,"WP4C0928"
"WP4C0929",6,0.138740327904789,0.196131670552039,0.030969060946993,33,-1.8531831735383,0.033,999,"WP4C0929"
"WP4C0931",8,0.202291883671182,0.206134806464424,0.0259430405099887,440,-0.148129236885832,0.44,999,"WP4C0931"
"WP4C0932",4,0.0832196536701187,0.178347849644967,0.0352002408198253,3,-2.70248707847676,0.003,999,"WP4C0932"
"WP4C0933",4,0.213741947533524,0.177165314401711,0.0348641674899006,848,1.04911821406343,0.848,999,"WP4C0933"
"WP4D0763",1,NA,NA,NA,NA,NA,NA,999,"WP4D0763"
"WP4D0766",7,0.194057610380891,0.200667940464471,0.0282954430052188,415,-0.233618186587883,0.415,999,"WP4D0766"
"WP4D0767",3,0.106798010756066,0.158026743700237,0.0396966151185774,89,-1.29050632632396,0.089,999,"WP4D0767"
"WP4D0768",2,0.117025890133151,0.117721853038446,0.0434452573805484,509,-0.0160193067611306,0.509,999,"WP4D0768"
"WP4D0789",2,0.115520918281875,0.117329371826406,0.0418214128431687,511,-0.0432422871822431,0.511,999,"WP4D0789"
"WP4D0791",2,0.190424396689633,0.117082847626571,0.0413599362630546,959,1.77325101752092,0.959,999,"WP4D0791"
"WP4D0792",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0792"
"WP4D0794",3,0.18218067556374,0.155785660265039,0.03975597929844,751,0.663925672678292,0.751,999,"WP4D0794"
"WP4D0797",6,0.193325832564816,0.195909314946601,0.0299500120506559,482,-0.0862598110950943,0.482,999,"WP4D0797"
"WP4D0798",3,0.115470328766264,0.157103445886291,0.0381197383365936,136,-1.09216691763231,0.136,999,"WP4D0798"
"WP4D0800",2,0.159390692049671,0.116184707679059,0.0409876834056592,842,1.05412115983717,0.842,999,"WP4D0800"
"WP4D0850",4,0.209052544102128,0.175347653125031,0.0350755940132346,830,0.960921459074349,0.83,999,"WP4D0850"
"WP4D0876",3,0.20379233748552,0.156870024363524,0.0390807275059301,869,1.20065096318576,0.869,999,"WP4D0876"
"WP4D0877",1,NA,NA,NA,NA,NA,NA,999,"WP4D0877"
"WP4D0878",1,NA,NA,NA,NA,NA,NA,999,"WP4D0878"
"WP4D0879",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0879"
"WP4D0880",2,0.159390692049671,0.116184707679059,0.0409876834056592,842,1.05412115983717,0.842,999,"WP4D0880"
"WP4D0882",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0882"
"WP4D0883",3,0.212926838989755,0.155886913347262,0.0383420907245332,925,1.48765819924358,0.925,999,"WP4D0883"
"WP4D0884",3,0.20379233748552,0.156870024363524,0.0390807275059301,869,1.20065096318576,0.869,999,"WP4D0884"
"WP4D0885",8,0.252364369551825,0.205164150692245,0.0270552250077923,957,1.7445879251045,0.957,999,"WP4D0885"
"WP4D0886",1,NA,NA,NA,NA,NA,NA,999,"WP4D0886"
"WP4D0887",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0887"
"WP4D0888",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0888"
"WP4D0889",4,0.185474917521286,0.175567427492117,0.03608672294809,602,0.274546681432403,0.602,999,"WP4D0889"
"WP4D0890",2,0.117577304621931,0.117344573607619,0.0416878569738097,529,0.00558270516179562,0.529,999,"WP4D0890"
"WP4D0891",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0891"
"WP4D0893",4,0.191871159526304,0.176212240388402,0.036479932487818,677,0.429247481286641,0.677,999,"WP4D0893"
"WP4D0896",3,0.0908675554545889,0.15720396040319,0.0410341726453659,51,-1.61661368250087,0.051,999,"WP4D0896"
"WP4D0897",2,0.174685407448146,0.118007477508356,0.0411038497923855,900,1.37889589968017,0.9,999,"WP4D0897"
"WP4D0898",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0898"
"WP4D0899",5,0.202829551573576,0.188888738566507,0.033993689986595,654,0.41010002187366,0.654,999,"WP4D0899"
"WP4D0901",2,0.159390692049671,0.116184707679059,0.0409876834056592,842,1.05412115983717,0.842,999,"WP4D0901"
"WP4D0903",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0903"
"WP4D0904",2,0.0934229552046412,0.117867229683003,0.0422042506654763,282.5,-0.579189870520742,0.2825,999,"WP4D0904"
"WP4D0905",5,0.132293752961715,0.187829536656076,0.032669395196725,42,-1.69993302171471,0.042,999,"WP4D0905"
"WP4D0906",2,0.174685407448146,0.118007477508356,0.0411038497923855,900,1.37889589968017,0.9,999,"WP4D0906"
"WP4D0907",3,0.144319181011046,0.157105648364584,0.0403040294895076,371,-0.317250347309967,0.371,999,"WP4D0907"
"WP4D0908",3,0.150347811640051,0.157213410174095,0.0398246525317316,439,-0.172395692054664,0.439,999,"WP4D0908"
"WP4E0812",2,0.0508643662375774,0.118286151734746,0.0424156267056702,59.5,-1.58955061456526,0.0595,999,"WP4E0812"
"WP4E0822",1,NA,NA,NA,NA,NA,NA,999,"WP4E0822"
"WP4E0824",1,NA,NA,NA,NA,NA,NA,999,"WP4E0824"
"WP4E0825",1,NA,NA,NA,NA,NA,NA,999,"WP4E0825"
"WP4E0828",1,NA,NA,NA,NA,NA,NA,999,"WP4E0828"
"WP4E0829",1,NA,NA,NA,NA,NA,NA,999,"WP4E0829"
"WP4E0830",1,NA,NA,NA,NA,NA,NA,999,"WP4E0830"
"WP4E0833",3,0.0908675554545889,0.15720396040319,0.0410341726453659,51,-1.61661368250087,0.051,999,"WP4E0833"
"WP4E0838",1,NA,NA,NA,NA,NA,NA,999,"WP4E0838"
"WP4E0840",1,NA,NA,NA,NA,NA,NA,999,"WP4E0840"
"WP4E0844",1,NA,NA,NA,NA,NA,NA,999,"WP4E0844"
"WP4E0847",3,0.11566679275448,0.15795586712202,0.0396282837883135,139,-1.06714372475578,0.139,999,"WP4E0847"
"WP5A0997",2,0.167790481981276,0.115483474365211,0.0417569812238248,886,1.25265299557193,0.886,999,"WP5A0997"
"WP5A0998",2,0.0499050574383116,0.117145500560786,0.0408167513680189,49,-1.64737370978424,0.049,999,"WP5A0998"
"WP5A0999",2,0.104877256000962,0.117780885847085,0.0412114522533718,393.5,-0.313107865425122,0.3935,999,"WP5A0999"
"WP5A1000",2,0.0610949519178458,0.118728726827144,0.0418479736417956,91,-1.37721781710683,0.091,999,"WP5A1000"
"WP5A1050",1,NA,NA,NA,NA,NA,NA,999,"WP5A1050"
"WP5A1051",4,0.147095457209464,0.176489666772323,0.0359078877822653,208,-0.818600351574475,0.208,999,"WP5A1051"
"WP5A1053",1,NA,NA,NA,NA,NA,NA,999,"WP5A1053"
