"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"WP4E0820",1,NA,NA,NA,NA,NA,NA,999,"WP4E0820"
"WP4E0825",1,NA,NA,NA,NA,NA,NA,999,"WP4E0825"
"WP4E0826",1,NA,NA,NA,NA,NA,NA,999,"WP4E0826"
"WP4E0827",3,0.376721152556983,0.380891119531086,0.0407864514035215,407,-0.102239023759304,0.407,999,"WP4E0827"
"WP4E0828",1,NA,NA,NA,NA,NA,NA,999,"WP4E0828"
"WP4E0829",1,NA,NA,NA,NA,NA,NA,999,"WP4E0829"
"WP4E0831",2,0.192412915366926,0.287296517859177,0.0475718361886745,60,-1.99453311232162,0.06,999,"WP4E0831"
"WP4E0832",1,NA,NA,NA,NA,NA,NA,999,"WP4E0832"
"WP4E0834",2,0.337022593827179,0.285227651771769,0.0467899380712049,922,1.10696752743269,0.922,999,"WP4E0834"
"WP4E0835",1,NA,NA,NA,NA,NA,NA,999,"WP4E0835"
"WP4E0836",3,0.401932907472966,0.383601414616874,0.0414126723689918,708,0.442654187895828,0.708,999,"WP4E0836"
"WP4E0837",1,NA,NA,NA,NA,NA,NA,999,"WP4E0837"
"WP4E0838",1,NA,NA,NA,NA,NA,NA,999,"WP4E0838"
"WP4E0839",1,NA,NA,NA,NA,NA,NA,999,"WP4E0839"
"WP4E0840",1,NA,NA,NA,NA,NA,NA,999,"WP4E0840"
"WP4E0841",2,0.337022593827179,0.285227651771769,0.0467899380712049,922,1.10696752743269,0.922,999,"WP4E0841"
"WP4E0842",1,NA,NA,NA,NA,NA,NA,999,"WP4E0842"
"WP4E0843",1,NA,NA,NA,NA,NA,NA,999,"WP4E0843"
"WP4E0844",2,0.321757946677312,0.285284963358862,0.0458013444366651,841,0.79632997168644,0.841,999,"WP4E0844"
"WP4E0845",1,NA,NA,NA,NA,NA,NA,999,"WP4E0845"
"WP4E0849",1,NA,NA,NA,NA,NA,NA,999,"WP4E0849"
"WP4E1319",1,NA,NA,NA,NA,NA,NA,999,"WP4E1319"
"WP4E1320",1,NA,NA,NA,NA,NA,NA,999,"WP4E1320"
"WP5A0997",3,0.356881968825205,0.3838015482081,0.0411644679500158,224,-0.653951835733234,0.224,999,"WP5A0997"
"WP5A0998",1,NA,NA,NA,NA,NA,NA,999,"WP5A0998"
"WP5A0999",1,NA,NA,NA,NA,NA,NA,999,"WP5A0999"
"WP5A1050",2,0.290345089505574,0.288439748513985,0.0496836630917896,411,0.0383494467400579,0.411,999,"WP5A1050"
"WP5A1051",11,0.52623526899657,0.522352982782301,0.0209725398675786,577,0.185112830338238,0.577,999,"WP5A1051"
"WP5A1053",2,0.288594885176436,0.284598606534857,0.0493693131222794,428,0.0809466121531931,0.428,999,"WP5A1053"
"WP5A1054",1,NA,NA,NA,NA,NA,NA,999,"WP5A1054"
"WP5A1055",4,0.34482895056335,0.431210868992655,0.0364874440521714,21,-2.36744229893965,0.021,999,"WP5A1055"
"WP5A1056",1,NA,NA,NA,NA,NA,NA,999,"WP5A1056"
"WP5A1057",1,NA,NA,NA,NA,NA,NA,999,"WP5A1057"
"WP5A1059",2,0.203640755989561,0.290704087664775,0.0444578040253138,50,-1.95833630526693,0.05,999,"WP5A1059"
"WP5A1060",2,0.273201626093257,0.288547444648085,0.0471127089442062,283,-0.32572566720799,0.283,999,"WP5A1060"
"WP5A1061",1,NA,NA,NA,NA,NA,NA,999,"WP5A1061"
"WP5A1062",1,NA,NA,NA,NA,NA,NA,999,"WP5A1062"
"WP5A1063",2,0.284730207828393,0.284910997661713,0.0483100335404301,393,-0.0037422833326795,0.393,999,"WP5A1063"
"WP5A1064",1,NA,NA,NA,NA,NA,NA,999,"WP5A1064"
"WP5A1065",5,0.460609705406913,0.459528815103955,0.0330516855286822,527,0.0327030311969868,0.527,999,"WP5A1065"
"WP5A1067",1,NA,NA,NA,NA,NA,NA,999,"WP5A1067"
"WP5A1068",2,0.284343623543768,0.285845238632764,0.0503116495838182,377,-0.0298462702260326,0.377,999,"WP5A1068"
"WP5A1069",2,0.346133429835952,0.286314243739298,0.0469248018052357,931,1.2747882525948,0.931,999,"WP5A1069"
"WP5A1070",2,0.310725367084826,0.287867437225832,0.0449782010098074,704.5,0.508200180216407,0.7045,999,"WP5A1070"
"WP5A1071",4,0.414546752635243,0.430051845716071,0.0379910557278195,284,-0.408124827904526,0.284,999,"WP5A1071"
"WP5A1074",2,0.212196300627509,0.286567001038754,0.0451183032267542,72.5,-1.648348787353,0.0725,999,"WP5A1074"
"WP5A1075",1,NA,NA,NA,NA,NA,NA,999,"WP5A1075"
"WP5A1076",1,NA,NA,NA,NA,NA,NA,999,"WP5A1076"
"WP5A1078",1,NA,NA,NA,NA,NA,NA,999,"WP5A1078"
"WP5A1101",2,0.308897784873896,0.287686229870741,0.0465348531181302,675,0.455820822068772,0.675,999,"WP5A1101"
"WP5A1103",3,0.37198455496903,0.382809033144265,0.0411658963523823,346,-0.262947709982475,0.346,999,"WP5A1103"
"WP5A1105",1,NA,NA,NA,NA,NA,NA,999,"WP5A1105"
"WP5A1106",2,0.223330872809829,0.287809337134958,0.0466569045073118,91,-1.38197047159493,0.091,999,"WP5A1106"
"WP5A1107",3,0.339713466740514,0.381289549507633,0.0412337647042199,133,-1.00830188718769,0.133,999,"WP5A1107"
"WP5A1108",3,0.394337031808324,0.384171025207541,0.0434959866387095,588,0.233722864714508,0.588,999,"WP5A1108"
"WP5A1109",2,0.304585875000795,0.287051163531615,0.0471482408618144,592,0.371905953407091,0.592,999,"WP5A1109"
"WP5A1110",1,NA,NA,NA,NA,NA,NA,999,"WP5A1110"
"WP5B1082",4,0.420119744603048,0.43072337409832,0.0336026810747909,361,-0.315559031485356,0.361,999,"WP5B1082"
"WP5B1083",1,NA,NA,NA,NA,NA,NA,999,"WP5B1083"
"WP5B1086",5,0.451836752064594,0.45933184214045,0.0315032009615313,405,-0.23791519106291,0.405,999,"WP5B1086"
"WP5B1087",3,0.427132644191458,0.385770305295746,0.0390266507434929,865,1.05984854215573,0.865,999,"WP5B1087"
"WP5B1088",5,0.455818057352502,0.458374813050233,0.0321880228581136,481,-0.0794318964231536,0.481,999,"WP5B1088"
"WP5B1090",1,NA,NA,NA,NA,NA,NA,999,"WP5B1090"
"WP5B1092",3,0.353628254443015,0.384013947022634,0.038292213421881,185,-0.793521446379892,0.185,999,"WP5B1092"
"WP5B1093",1,NA,NA,NA,NA,NA,NA,999,"WP5B1093"
"WP5B1096",1,NA,NA,NA,NA,NA,NA,999,"WP5B1096"
"WP5B1097",5,0.485751882766399,0.460087083274825,0.0316614547815253,792,0.81060076577876,0.792,999,"WP5B1097"
"WP5B1111",2,0.305692937847769,0.286790129378586,0.0474440501946336,622,0.398423161421443,0.622,999,"WP5B1111"
"WP5B1112",2,0.272531505518169,0.284153125877962,0.0481788245835831,300,-0.241218428640389,0.3,999,"WP5B1112"
"WP5B1113",4,0.410221150728374,0.431800168529331,0.0353310255937993,229,-0.610766810141643,0.229,999,"WP5B1113"
"WP5B1115",2,0.275458237306493,0.287857947566111,0.0446350515981027,310,-0.277802081898918,0.31,999,"WP5B1115"
"WP5B1116",3,0.343470372090801,0.38125826327394,0.0427352191883928,147,-0.884233002679981,0.147,999,"WP5B1116"
"WP5B1117",5,0.44157172011384,0.459617233740562,0.0309434949705907,277,-0.58317632329098,0.277,999,"WP5B1117"
"WP5B1118",3,0.324821626197191,0.383781165264737,0.0379332079070415,60,-1.554298787807,0.06,999,"WP5B1118"
"WP5B1119",2,0.148712803752737,0.286819727386857,0.0472539914150841,19,-2.92265096552318,0.019,999,"WP5B1119"
"WP5B1120",5,0.415750756514851,0.458354236588874,0.0309692078125263,77,-1.3756722591009,0.077,999,"WP5B1120"
"WP5B1121",3,0.390598099434433,0.381190657546252,0.0427496361865933,587,0.22005899294954,0.587,999,"WP5B1121"
"WP5B1122",6,0.496992943517835,0.478541809078179,0.0281509975685799,755,0.655434479531532,0.755,999,"WP5B1122"
"WP5B1123",2,0.295450631239806,0.287256161646671,0.0465197322315944,485,0.176150403281334,0.485,999,"WP5B1123"
"WP5B1124",1,NA,NA,NA,NA,NA,NA,999,"WP5B1124"
"WP5B1125",1,NA,NA,NA,NA,NA,NA,999,"WP5B1125"
"WP5B1126",2,0.297016596337646,0.284678092680831,0.0493499797752158,514,0.250020439988332,0.514,999,"WP5B1126"
"WP5B1127",2,0.356385195399584,0.28645958560891,0.0483523881062775,964,1.44616662235958,0.964,999,"WP5B1127"
"WP5B1128",1,NA,NA,NA,NA,NA,NA,999,"WP5B1128"
"WP5B1129",4,0.470677648378767,0.431641634464809,0.0345341073977796,878,1.1303611662616,0.878,999,"WP5B1129"
"WP5B1130",3,0.390827701715986,0.382130146565535,0.0416841170299478,577,0.208653937522594,0.577,999,"WP5B1130"
"WP5B1131",1,NA,NA,NA,NA,NA,NA,999,"WP5B1131"
"WP5B1133",2,0.313828365113799,0.285712373860978,0.0477686768843851,737,0.588586351698013,0.737,999,"WP5B1133"
"WP5B1349",1,NA,NA,NA,NA,NA,NA,999,"WP5B1349"
"WP5B1352",1,NA,NA,NA,NA,NA,NA,999,"WP5B1352"
"WP5B1353",2,0.296139500489212,0.28644941909054,0.0466841070262385,514,0.207567029036798,0.514,999,"WP5B1353"
"WP5C1098",3,0.408311093717795,0.380588658705431,0.041793570172273,766,0.663318182631734,0.766,999,"WP5C1098"
"WP5C1100",1,NA,NA,NA,NA,NA,NA,999,"WP5C1100"
"WP5C1135",2,0.16612570541611,0.287706730096735,0.0462662584036244,40,-2.62785513407976,0.04,999,"WP5C1135"
"WP5C1137",1,NA,NA,NA,NA,NA,NA,999,"WP5C1137"
"WP5C1141",1,NA,NA,NA,NA,NA,NA,999,"WP5C1141"
"WP5C1143",3,0.318791721096738,0.38122097491412,0.040933038393584,64,-1.52515562654071,0.064,999,"WP5C1143"
"WP5C1147",3,0.405082345148217,0.381566299921954,0.0418729117638838,754,0.561605205744159,0.754,999,"WP5C1147"
"WP5C1149",2,0.334211185106064,0.28620418537413,0.0471844834003068,903,1.01743192406388,0.903,999,"WP5C1149"
"WP5C1151",1,NA,NA,NA,NA,NA,NA,999,"WP5C1151"
"WP5C1153",1,NA,NA,NA,NA,NA,NA,999,"WP5C1153"
"WP5C1155",2,0.342357751117161,0.286216106018863,0.0479152559787018,929,1.17168621875364,0.929,999,"WP5C1155"
"WP5C1156",1,NA,NA,NA,NA,NA,NA,999,"WP5C1156"
"WP5C1157",3,0.353432218842204,0.380803204433347,0.0410816257271805,201,-0.666258579271205,0.201,999,"WP5C1157"
"WP5C1158",2,0.16612570541611,0.287706730096735,0.0462662584036244,40,-2.62785513407976,0.04,999,"WP5C1158"
"WP5C1162",2,0.313668345948392,0.285153054547327,0.0460841501509686,756,0.618765699435717,0.756,999,"WP5C1162"
"WP5C1164",1,NA,NA,NA,NA,NA,NA,999,"WP5C1164"
"WP5C1165",1,NA,NA,NA,NA,NA,NA,999,"WP5C1165"
"WP5C1245",3,0.375765064781481,0.381488045923773,0.0404376947228874,395,-0.141525900067033,0.395,999,"WP5C1245"
"WP5C1247",2,0.239371480130779,0.286127569867352,0.0458875984163335,131,-1.01892649321848,0.131,999,"WP5C1247"
"WP5C1248",3,0.36037489242588,0.382318000432813,0.0410209128401217,244,-0.534924907508914,0.244,999,"WP5C1248"
"WP5C1249",2,0.313668345948392,0.285153054547327,0.0460841501509686,756,0.618765699435717,0.756,999,"WP5C1249"
"WP5C1250",2,0.193189990682747,0.286274146015751,0.0450219170867484,51.5,-2.06752980228826,0.0515,999,"WP5C1250"
"WP5C1357",3,0.403813517827656,0.382075094287009,0.04065856234522,729,0.534657948701494,0.729,999,"WP5C1357"
"WP5D1166",2,0.337022593827179,0.285227651771769,0.0467899380712049,922,1.10696752743269,0.922,999,"WP5D1166"
"WP5D1168",2,0.320574374365762,0.285929593513642,0.0456150307945626,826,0.75950361643184,0.826,999,"WP5D1168"
"WP5D1170",1,NA,NA,NA,NA,NA,NA,999,"WP5D1170"
"WP5D1174",2,0.162152941693945,0.286471624928419,0.0461704565428494,25,-2.69260242465,0.025,999,"WP5D1174"
"WP5D1175",1,NA,NA,NA,NA,NA,NA,999,"WP5D1175"
"WP5D1177",1,NA,NA,NA,NA,NA,NA,999,"WP5D1177"
"WP5D1179",1,NA,NA,NA,NA,NA,NA,999,"WP5D1179"
"WP5D1180",1,NA,NA,NA,NA,NA,NA,999,"WP5D1180"
"WP5D1181",1,NA,NA,NA,NA,NA,NA,999,"WP5D1181"
"WP5D1185",6,0.46162931152431,0.476727817312932,0.0292637047682656,288,-0.515946490992317,0.288,999,"WP5D1185"
"WP5D1189",3,0.441726892826767,0.383072915917785,0.0423411383432329,920,1.38527161063813,0.92,999,"WP5D1189"
"WP5D1215",1,NA,NA,NA,NA,NA,NA,999,"WP5D1215"
"WP5D1217",3,0.376538395802914,0.380532746403937,0.0417294212964346,412,-0.0957202490935213,0.412,999,"WP5D1217"
"WP5D1220",2,0.239371480130779,0.286127569867352,0.0458875984163335,131,-1.01892649321848,0.131,999,"WP5D1220"
"WP5D1221",3,0.401118614816583,0.383901977365819,0.0384509545538324,696,0.447755787874124,0.696,999,"WP5D1221"
"WP5D1222",3,0.375805312413158,0.381746324518491,0.0394960709003779,405,-0.15042033219757,0.405,999,"WP5D1222"
"WP5D1223",2,0.321757946677312,0.285284963358862,0.0458013444366651,841,0.79632997168644,0.841,999,"WP5D1223"
"WP5D1224",2,0.320939856125723,0.287670079745296,0.0455471680942796,807,0.730446650636132,0.807,999,"WP5D1224"
"WP5D1229",2,0.351280174860467,0.289242540139163,0.0444658859846916,948,1.3951737010854,0.948,999,"WP5D1229"
"WP5D1230",2,0.219963704960614,0.28470272680839,0.0497797922575395,97,-1.30050807590445,0.097,999,"WP5D1230"
"WP5D1231",2,0.313668345948392,0.285153054547327,0.0460841501509686,756,0.618765699435717,0.756,999,"WP5D1231"
"WP5D1232",3,0.403073673164686,0.382749484024104,0.0421504827202193,713,0.482181646067647,0.713,999,"WP5D1232"
"WP5D1234",5,0.465042850129126,0.457601844109254,0.0333594335674692,598,0.223055526552121,0.598,999,"WP5D1234"
"WP5D1235",1,NA,NA,NA,NA,NA,NA,999,"WP5D1235"
"WP5D1238",1,NA,NA,NA,NA,NA,NA,999,"WP5D1238"
"WP5D1239",2,0.321757946677312,0.285284963358862,0.0458013444366651,841,0.79632997168644,0.841,999,"WP5D1239"
"WP5D1240",1,NA,NA,NA,NA,NA,NA,999,"WP5D1240"
"WP5D1244",1,NA,NA,NA,NA,NA,NA,999,"WP5D1244"
"WP5D1360",1,NA,NA,NA,NA,NA,NA,999,"WP5D1360"
"WP5E1192",1,NA,NA,NA,NA,NA,NA,999,"WP5E1192"
"WP5E1193",1,NA,NA,NA,NA,NA,NA,999,"WP5E1193"
"WP5E1195",1,NA,NA,NA,NA,NA,NA,999,"WP5E1195"
"WP5E1196",4,0.432865902909688,0.429435730586682,0.0358143425326177,540,0.0957764984763223,0.54,999,"WP5E1196"
"WP5E1201",3,0.371609816599196,0.380598101928201,0.0417789383550297,362,-0.21513915103883,0.362,999,"WP5E1201"
"WP5E1203",1,NA,NA,NA,NA,NA,NA,999,"WP5E1203"
"WP5E1205",3,0.375058191314808,0.380735489926599,0.0397790571314261,412,-0.142720793834631,0.412,999,"WP5E1205"
"WP5E1208",2,0.313668345948392,0.285153054547327,0.0460841501509686,756,0.618765699435717,0.756,999,"WP5E1208"
"WP5E1209",1,NA,NA,NA,NA,NA,NA,999,"WP5E1209"
"WP5E1210",3,0.375058191314808,0.380735489926599,0.0397790571314261,412,-0.142720793834631,0.412,999,"WP5E1210"
"WP5E1213",1,NA,NA,NA,NA,NA,NA,999,"WP5E1213"
"WP5E1214",1,NA,NA,NA,NA,NA,NA,999,"WP5E1214"
"WP5E1251",2,0.167448015813864,0.286373280148472,0.0441869399445278,31,-2.69141208881869,0.031,999,"WP5E1251"
"WP5E1253",1,NA,NA,NA,NA,NA,NA,999,"WP5E1253"
"WP5E1254",1,NA,NA,NA,NA,NA,NA,999,"WP5E1254"
"WP5E1256",1,NA,NA,NA,NA,NA,NA,999,"WP5E1256"
"WP5E1257",1,NA,NA,NA,NA,NA,NA,999,"WP5E1257"
"WP5E1259",2,0.314939425921875,0.286201149837059,0.0472232327916442,757,0.608562234856155,0.757,999,"WP5E1259"
"WP5E1260",4,0.376359323189274,0.430121010397803,0.0356676246920552,65,-1.50729653776199,0.065,999,"WP5E1260"
"WP5E1261",2,0.185465388954381,0.283423258483054,0.0484104017649616,58,-2.02348805127192,0.058,999,"WP5E1261"
"WP5E1262",3,0.375805312413158,0.381746324518491,0.0394960709003779,405,-0.15042033219757,0.405,999,"WP5E1262"
"WP5E1265",1,NA,NA,NA,NA,NA,NA,999,"WP5E1265"
"WP5E1269",1,NA,NA,NA,NA,NA,NA,999,"WP5E1269"
"WP5E1270",1,NA,NA,NA,NA,NA,NA,999,"WP5E1270"
"WP5E1271",4,0.428347201138329,0.430576192954462,0.0361174595146299,461,-0.0617150775854068,0.461,999,"WP5E1271"
"WP5E1273",1,NA,NA,NA,NA,NA,NA,999,"WP5E1273"
"WP5E1275",1,NA,NA,NA,NA,NA,NA,999,"WP5E1275"
"WP5E1277",2,0.254370697015203,0.288259602444342,0.0454560240868342,171,-0.745531667362762,0.171,999,"WP5E1277"
"WP5E1278",2,0.327203615887722,0.289795364072411,0.0460105564467084,843,0.813036283502443,0.843,999,"WP5E1278"
"WP5E1279",1,NA,NA,NA,NA,NA,NA,999,"WP5E1279"
"WP5E1363",1,NA,NA,NA,NA,NA,NA,999,"WP5E1363"
"WP5E1365",2,0.310332194994332,0.28670896045317,0.0460673527086997,684,0.512797744001911,0.684,999,"WP5E1365"
"WS1D0943",2,0.353272092019735,0.285748176366668,0.0466010992716579,953,1.44897688484644,0.953,999,"WS1D0943"
"WS1D0944",3,0.359375635552739,0.382052439351985,0.0405694569588256,248,-0.558962468298774,0.248,999,"WS1D0944"
"WS1D0945",1,NA,NA,NA,NA,NA,NA,999,"WS1D0945"
"WS1D0947",1,NA,NA,NA,NA,NA,NA,999,"WS1D0947"
"WS1D0948",1,NA,NA,NA,NA,NA,NA,999,"WS1D0948"
"WS1D0949",3,0.388901110323847,0.382581923156932,0.0404579352829528,534,0.156191538760453,0.534,999,"WS1D0949"
"WS1D0950",5,0.428130975230309,0.4597950067445,0.0326463738671217,135,-0.969909602918563,0.135,999,"WS1D0950"
"WS1D0951",5,0.455468997879777,0.460772869369409,0.0322338841765893,446,-0.164543356319564,0.446,999,"WS1D0951"
"WS1D0952",3,0.388901110323847,0.382581923156932,0.0404579352829528,534,0.156191538760453,0.534,999,"WS1D0952"
"WS1D0953",4,0.384162957020778,0.431396316677871,0.0354298798337191,80,-1.33315043344121,0.08,999,"WS1D0953"
"WS1D0954",2,0.320752449717847,0.285393484508547,0.0454694420863851,826,0.77764238105503,0.826,999,"WS1D0954"
"WS1D0955",5,0.396249628419607,0.458453299338928,0.0327059879715704,37,-1.90190465958072,0.037,999,"WS1D0955"
"WS1E0956",1,NA,NA,NA,NA,NA,NA,999,"WS1E0956"
"WS1E0958",2,0.250724741998072,0.288013939957881,0.0439544898406586,155.5,-0.848359248281284,0.1555,999,"WS1E0958"
"WS1E0959",2,0.162517741339215,0.287222263992285,0.0462028278591652,23,-2.69906688467624,0.023,999,"WS1E0959"
"WS1E0960",1,NA,NA,NA,NA,NA,NA,999,"WS1E0960"
"WS1E0962",1,NA,NA,NA,NA,NA,NA,999,"WS1E0962"
"WS1E0964",3,0.344637894926154,0.382476933761505,0.0396734523932238,138,-0.953762189897381,0.138,999,"WS1E0964"
"WS1E0965",2,0.356871855152518,0.28711860882635,0.0474815070889344,964,1.46906133782818,0.964,999,"WS1E0965"
"WS1E0967",1,NA,NA,NA,NA,NA,NA,999,"WS1E0967"
"WS1E0968",1,NA,NA,NA,NA,NA,NA,999,"WS1E0968"
"WS1E0969",1,NA,NA,NA,NA,NA,NA,999,"WS1E0969"
"WS1E0970",3,0.396637100762313,0.38221681279983,0.0399119871436261,632,0.36130217998394,0.632,999,"WS1E0970"
"WS1E0972",2,0.249906769116005,0.287805413632113,0.0454103994826786,168,-0.834580733661347,0.168,999,"WS1E0972"
"WS1E0973",2,0.30125197924661,0.28876909968022,0.0450122928439472,535,0.277321566569973,0.535,999,"WS1E0973"
