"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs","TreeN"
"WP4A0960",2,0.306362113764088,0.285305002495443,0.045293303964737,677,0.464905613532601,0.677,999,"WP4A0960"
"WP4A0962",3,0.376293709640798,0.381567780713717,0.040270119156114,408,-0.130967357024036,0.408,999,"WP4A0962"
"WP4A0963",16,0.549741062090047,0.538388479196811,0.0175249792125097,753,0.647794371426827,0.753,999,"WP4A0963"
"WP4A0964",2,0.288594885176436,0.285378324468961,0.0490111390079722,415,0.0656291768071577,0.415,999,"WP4A0964"
"WP4A0965",5,0.429789414619597,0.4565946937411,0.0330838852406709,181,-0.810221620783237,0.181,999,"WP4A0965"
"WP4A0966",3,0.397436967394516,0.382973542262056,0.0399378333289635,636,0.362148467427509,0.636,999,"WP4A0966"
"WP4A0967",3,0.427604073849311,0.38051945093028,0.0421123542443798,880,1.11807149621218,0.88,999,"WP4A0967"
"WP4A0968",5,0.452385215072529,0.460780251013058,0.0324225234052744,394,-0.258926050745415,0.394,999,"WP4A0968"
"WP4A0969",3,0.403017636203238,0.384421347801793,0.0400160874215841,708,0.464720306248997,0.708,999,"WP4A0969"
"WP4A0970",6,0.4717996214888,0.479846926821866,0.0308253734958445,404,-0.261061081195025,0.404,999,"WP4A0970"
"WP4A0971",1,NA,NA,NA,NA,NA,NA,999,"WP4A0971"
"WP4A0972",6,0.45492394307743,0.480423655714366,0.0290917444613269,173,-0.876527451656716,0.173,999,"WP4A0972"
"WP4A0973",3,0.380495791417332,0.381549780919159,0.0415537977767754,444,-0.0253644566373779,0.444,999,"WP4A0973"
"WP4A0974",5,0.482412921464321,0.458955738608066,0.0326394259057828,772,0.718676331010431,0.772,999,"WP4A0974"
"WP4A0976",3,0.40743021760876,0.382708692687884,0.0407285614706592,772,0.606982521066573,0.772,999,"WP4A0976"
"WP4A0978",5,0.467611218263582,0.460188761001817,0.0338373865613783,608,0.219356694356451,0.608,999,"WP4A0978"
"WP4A0979",2,0.288524862013657,0.286353492871271,0.0466615858011851,434,0.0465344052308439,0.434,999,"WP4A0979"
"WP4A0980",7,0.461175885268941,0.492679932623616,0.0274784386685589,113,-1.14650063399425,0.113,999,"WP4A0980"
"WP4A0981",6,0.417542843156983,0.478945582002128,0.0294160570954569,21,-2.08738848465955,0.021,999,"WP4A0981"
"WP4A0982",3,0.331091119485351,0.38284167653705,0.0402626429924972,99,-1.28532439018825,0.099,999,"WP4A0982"
"WP4A0983",3,0.352991343152867,0.383064990430717,0.0405200146523838,180,-0.742192408760157,0.18,999,"WP4A0983"
"WP4A0984",7,0.511813659855668,0.491165608341771,0.0283009901309297,772,0.729587601648317,0.772,999,"WP4A0984"
"WP4A0985",2,0.288798352661507,0.287826219367054,0.0466455568126739,405,0.0208408551827726,0.405,999,"WP4A0985"
"WP4A0986",8,0.467561076314662,0.503125759054273,0.0252711366397703,66,-1.40732422314717,0.066,999,"WP4A0986"
"WP4A0987",4,0.404527798195391,0.429704647948603,0.0364867104523453,204,-0.690027942806577,0.204,999,"WP4A0987"
"WP4A0988",2,0.294531630304794,0.288672000797052,0.0446326155503206,469,0.131285819472891,0.469,999,"WP4A0988"
"WP4A0989",4,0.37371575962848,0.430992103942553,0.0366832946331958,55,-1.56137405014441,0.055,999,"WP4A0989"
"WP4A0990",3,0.374322537520536,0.385755404112398,0.0406355010178245,334,-0.281351682777259,0.334,999,"WP4A0990"
"WP4A0991",4,0.395042137021213,0.429470116219461,0.0366027397660455,153,-0.940584760001624,0.153,999,"WP4A0991"
"WP4A0993",2,0.327130018112065,0.289899257552117,0.0455162863424201,838,0.817965689904043,0.838,999,"WP4A0993"
"WP4A0994",2,0.323162944967396,0.285108685113705,0.0487478477487133,839,0.780634666167289,0.839,999,"WP4A0994"
"WP4A0995",4,0.428317215877278,0.430575799962847,0.0351067957295579,471,-0.064334669075674,0.471,999,"WP4A0995"
"WP4A0996",8,0.50168314151152,0.503321757501304,0.0257342377444335,502,-0.0636745492933087,0.502,999,"WP4A0996"
"WP4A1021",1,NA,NA,NA,NA,NA,NA,999,"WP4A1021"
"WP4A1022",8,0.383796414998097,0.502910691538112,0.0244747172025792,1,-4.86682953490722,0.001,999,"WP4A1022"
"WP4A1023",4,0.476999278961939,0.429591998300248,0.0349125905583682,911,1.3578849321546,0.911,999,"WP4A1023"
"WP4A1024",9,0.535910114829505,0.511344106090947,0.0246368691724955,836,0.997123805243211,0.836,999,"WP4A1024"
"WP4A1025",2,0.279735186828543,0.285604650257113,0.0465862422496651,363,-0.125991347340577,0.363,999,"WP4A1025"
"WP4A1026",3,0.329495753863313,0.384130041994425,0.0403941435519091,79,-1.35252992951575,0.079,999,"WP4A1026"
"WP4A1028",4,0.484624111474598,0.430160654495118,0.0385867513003457,933,1.41145484250685,0.933,999,"WP4A1028"
"WP4A1030",8,0.503621646752649,0.503354247374735,0.0252464934526435,510,0.0105915452542307,0.51,999,"WP4A1030"
"WP4A1031",6,0.481030465909741,0.479582808761062,0.0297035474027981,545,0.048736843752972,0.545,999,"WP4A1031"
"WP4A1032",5,0.511717632741419,0.46026251471878,0.0315933396054557,959,1.62866979766056,0.959,999,"WP4A1032"
"WP4A1033",1,NA,NA,NA,NA,NA,NA,999,"WP4A1033"
"WP4A1034",2,0.161828503360811,0.287343446942349,0.0453181669648511,17,-2.76963857957645,0.017,999,"WP4A1034"
"WP4A1035",13,0.529709315626881,0.530528517856572,0.0196997654411078,489,-0.0415843646535173,0.489,999,"WP4A1035"
"WP4A1036",10,0.511190883166644,0.517111716801522,0.0234640728440326,401,-0.25233614275892,0.401,999,"WP4A1036"
"WP4A1037",5,0.487526285664355,0.459178451217695,0.0314511047054553,815,0.901330325663975,0.815,999,"WP4A1037"
"WP4A1038",3,0.372547014725883,0.381858114833662,0.0404382000061195,348,-0.230255058493451,0.348,999,"WP4A1038"
"WP4A1039",2,0.279735186828543,0.285604650257113,0.0465862422496651,363,-0.125991347340577,0.363,999,"WP4A1039"
"WP4A1040",1,NA,NA,NA,NA,NA,NA,999,"WP4A1040"
"WP4A1041",1,NA,NA,NA,NA,NA,NA,999,"WP4A1041"
"WP4A1042",4,0.433632813376349,0.431158501338746,0.0367560415207741,527,0.0673171520987782,0.527,999,"WP4A1042"
"WP4A1043",4,0.450609525782319,0.43079205834048,0.0350636612474537,738,0.565185343937175,0.738,999,"WP4A1043"
"WP4A1044",4,0.429205192060194,0.431141862378367,0.0359344063118445,500,-0.0538945962086109,0.5,999,"WP4A1044"
"WP4A1045",6,0.464885380980112,0.478603318251716,0.0290541916789799,321,-0.472150023073217,0.321,999,"WP4A1045"
"WP4A1046",3,0.437456828636555,0.383631012510191,0.0417214693941723,899,1.29012273316247,0.899,999,"WP4A1046"
"WP4A1047",1,NA,NA,NA,NA,NA,NA,999,"WP4A1047"
"WP4A1048",3,0.417613717053832,0.380697557567017,0.0436360280367284,829,0.846001828024839,0.829,999,"WP4A1048"
"WP4A1337",4,0.428876702971504,0.430987636247774,0.0370834101559464,455,-0.0569239254802355,0.455,999,"WP4A1337"
"WP4A1338",1,NA,NA,NA,NA,NA,NA,999,"WP4A1338"
"WP4A1339",1,NA,NA,NA,NA,NA,NA,999,"WP4A1339"
"WP4A1340",2,0.292110177843909,0.289201676195309,0.0456090040269973,417,0.063770339007587,0.417,999,"WP4A1340"
"WP4A1342",2,0.321594565019373,0.289379385757987,0.0466746851537335,803,0.690206675316148,0.803,999,"WP4A1342"
"WP4A1343",6,0.498466850208954,0.479449611431018,0.0286646332111025,743,0.663439111112358,0.743,999,"WP4A1343"
